NN1,JJ,II,NN2,AT,NP1,VVI,RR,CC,AT1,VVD,IO,VVN,VV0,VVG,TO,APPGE,VVZ,VBZ,VM,CST,PPHS1,IF,DD1,MC,CS,XX,PPH1,IW,VBDZ,VBR,VHZ,PPIS1,VBI,CCB,PPHS2,NNB,DDQ,PPIS2,PNQS,NN,RG,VH0,PN1,RT,PPY,CSA,GE,NNT1,DA,MD,RRQ,DD,II21,NNT2,NP2,DD2,VBDR,PPHO1,DB,VBN,NPM1,VD0,RL,PPHO2,DA2,NNU,VHD,MC1,CSN,VHI,JJR,VDD,RP,RR21,RRR,DAR,EX,NPD1,JJT,RGR,VDZ,PPIO1,VBG,VDI,PPIO2,FO,PPX1,RGT,II31,NNO2,UH,VVGK,CSW,VBM,CS21,DA1,RGQ,ZZ1,DAT,ND1,JK,DB2,VDG,VDN,VHG,FU,VHN,PPGE,PPX2,PN,REX21,PNQO,NNO,RRT,MC2,NNU2,BCL21,DDQGE,RR22,NNA,MCMC,DDQV,PN121,FW,VB0,RA,II22,VMK,II33,CS31,JJ21,NN121,CSW31,MF,RG21,CS22,RR31,NNL1,NPD2,NNU1,RG22,PPX221,RRQV,RR41,VM21,RL21,RGQV31,RGQV32,RGQV33,PNQV,REX,NNL2,DDQV31,RR32,NN122,RGQV,PN21,PN22,NPM2,NP,RPK,PPX121,RR33,REX22,NN221,ZZ2,II41,PPX222,JJ22,RR51,PNQS31,PNQS32,PNQS33,class
0.08823529411764706,0.07058823529411765,0.041176470588235294,0.052941176470588235,0.029411764705882353,0.07647058823529412,0.01764705882352941,0.047058823529411764,0.023529411764705882,0.011764705882352941,0.029411764705882353,0.011764705882352941,0.023529411764705882,0.03529411764705882,0.03529411764705882,0.011764705882352941,0.01764705882352941,0.023529411764705882,0.01764705882352941,0.011764705882352941,0.01764705882352941,0.029411764705882353,0.03529411764705882,0.0058823529411764705,0.0,0.01764705882352941,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0,0.0058823529411764705,0.011764705882352941,0.023529411764705882,0.011764705882352941,0.011764705882352941,0.0,0.0,0.011764705882352941,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.0,0.0058823529411764705,0.0,0.011764705882352941,0.0,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0,0.0058823529411764705,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0058823529411764705,0.0,0.0058823529411764705,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1377551020408163,0.05357142857142857,0.06377551020408163,0.05612244897959184,0.04336734693877551,0.06377551020408163,0.02295918367346939,0.03316326530612245,0.012755102040816327,0.012755102040816327,0.03316326530612245,0.02040816326530612,0.03316326530612245,0.02040816326530612,0.02806122448979592,0.017857142857142856,0.02040816326530612,0.017857142857142856,0.007653061224489796,0.00510204081632653,0.02040816326530612,0.02040816326530612,0.00510204081632653,0.015306122448979591,0.002551020408163265,0.00510204081632653,0.007653061224489796,0.01020408163265306,0.01020408163265306,0.025510204081632654,0.0,0.0,0.0,0.007653061224489796,0.00510204081632653,0.0,0.002551020408163265,0.00510204081632653,0.0,0.00510204081632653,0.00510204081632653,0.007653061224489796,0.002551020408163265,0.00510204081632653,0.00510204081632653,0.007653061224489796,0.002551020408163265,0.0,0.0,0.01020408163265306,0.002551020408163265,0.0,0.00510204081632653,0.002551020408163265,0.002551020408163265,0.0,0.007653061224489796,0.0,0.0,0.002551020408163265,0.00510204081632653,0.0,0.002551020408163265,0.007653061224489796,0.00510204081632653,0.002551020408163265,0.002551020408163265,0.012755102040816327,0.002551020408163265,0.0,0.002551020408163265,0.0,0.00510204081632653,0.002551020408163265,0.0,0.002551020408163265,0.0,0.002551020408163265,0.00510204081632653,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15865384615384615,0.10096153846153846,0.09134615384615384,0.07692307692307693,0.03365384615384615,0.057692307692307696,0.02403846153846154,0.038461538461538464,0.028846153846153848,0.019230769230769232,0.02403846153846154,0.014423076923076924,0.009615384615384616,0.03365384615384615,0.014423076923076924,0.014423076923076924,0.014423076923076924,0.014423076923076924,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.004807692307692308,0.009615384615384616,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.0,0.0,0.009615384615384616,0.009615384615384616,0.019230769230769232,0.014423076923076924,0.004807692307692308,0.0,0.0,0.004807692307692308,0.0,0.0,0.019230769230769232,0.004807692307692308,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.004807692307692308,0.004807692307692308,0.009615384615384616,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1634980988593156,0.07604562737642585,0.045627376425855515,0.026615969581749048,0.026615969581749048,0.12927756653992395,0.019011406844106463,0.04182509505703422,0.03802281368821293,0.034220532319391636,0.026615969581749048,0.0076045627376425855,0.022813688212927757,0.0076045627376425855,0.011406844106463879,0.0038022813688212928,0.022813688212927757,0.030418250950570342,0.019011406844106463,0.011406844106463879,0.015209125475285171,0.019011406844106463,0.0,0.015209125475285171,0.0,0.011406844106463879,0.0038022813688212928,0.0,0.011406844106463879,0.019011406844106463,0.0,0.011406844106463879,0.0038022813688212928,0.0,0.0076045627376425855,0.0,0.0076045627376425855,0.0,0.0,0.0038022813688212928,0.0,0.015209125475285171,0.0076045627376425855,0.0,0.0,0.0,0.0076045627376425855,0.0076045627376425855,0.0,0.019011406844106463,0.0038022813688212928,0.0,0.0,0.0,0.0,0.011406844106463879,0.0038022813688212928,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076045627376425855,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038022813688212928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.11796246648793565,0.045576407506702415,0.08310991957104558,0.03485254691689008,0.05093833780160858,0.05361930294906166,0.02680965147453083,0.024128686327077747,0.021447721179624665,0.024128686327077747,0.05093833780160858,0.021447721179624665,0.021447721179624665,0.024128686327077747,0.01876675603217158,0.010723860589812333,0.02680965147453083,0.00804289544235925,0.0,0.013404825737265416,0.005361930294906166,0.045576407506702415,0.013404825737265416,0.010723860589812333,0.005361930294906166,0.013404825737265416,0.01876675603217158,0.0,0.002680965147453083,0.01876675603217158,0.0,0.0,0.00804289544235925,0.002680965147453083,0.005361930294906166,0.0,0.010723860589812333,0.002680965147453083,0.0,0.00804289544235925,0.0,0.005361930294906166,0.0,0.0,0.002680965147453083,0.002680965147453083,0.002680965147453083,0.002680965147453083,0.0,0.010723860589812333,0.024128686327077747,0.0,0.002680965147453083,0.005361930294906166,0.0,0.002680965147453083,0.0,0.002680965147453083,0.010723860589812333,0.00804289544235925,0.0,0.010723860589812333,0.00804289544235925,0.0,0.0,0.002680965147453083,0.0,0.0,0.002680965147453083,0.0,0.005361930294906166,0.00804289544235925,0.002680965147453083,0.002680965147453083,0.00804289544235925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.002680965147453083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.16358024691358025,0.05709876543209876,0.08796296296296297,0.05401234567901234,0.05092592592592592,0.13580246913580246,0.020061728395061727,0.012345679012345678,0.018518518518518517,0.030864197530864196,0.038580246913580245,0.020061728395061727,0.016975308641975308,0.016975308641975308,0.006172839506172839,0.012345679012345678,0.020061728395061727,0.007716049382716049,0.012345679012345678,0.007716049382716049,0.015432098765432098,0.012345679012345678,0.013888888888888888,0.009259259259259259,0.020061728395061727,0.004629629629629629,0.006172839506172839,0.0,0.004629629629629629,0.0015432098765432098,0.0,0.0030864197530864196,0.0,0.0015432098765432098,0.004629629629629629,0.0015432098765432098,0.0030864197530864196,0.004629629629629629,0.0,0.0030864197530864196,0.0,0.0015432098765432098,0.0,0.0,0.0015432098765432098,0.0,0.0030864197530864196,0.0030864197530864196,0.004629629629629629,0.004629629629629629,0.004629629629629629,0.0,0.0030864197530864196,0.009259259259259259,0.0015432098765432098,0.010802469135802469,0.0015432098765432098,0.0,0.0015432098765432098,0.0030864197530864196,0.0,0.004629629629629629,0.0,0.0015432098765432098,0.0015432098765432098,0.0,0.012345679012345678,0.0,0.0015432098765432098,0.0015432098765432098,0.0015432098765432098,0.0,0.0030864197530864196,0.0015432098765432098,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0015432098765432098,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.18333333333333332,0.11944444444444445,0.06388888888888888,0.07222222222222222,0.03888888888888889,0.07222222222222222,0.011111111111111112,0.03888888888888889,0.030555555555555555,0.025,0.027777777777777776,0.022222222222222223,0.025,0.005555555555555556,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.016666666666666666,0.011111111111111112,0.011111111111111112,0.013888888888888888,0.008333333333333333,0.002777777777777778,0.002777777777777778,0.0,0.002777777777777778,0.005555555555555556,0.0,0.0,0.005555555555555556,0.0,0.0,0.008333333333333333,0.002777777777777778,0.0,0.0,0.008333333333333333,0.002777777777777778,0.0,0.0,0.0,0.002777777777777778,0.0,0.008333333333333333,0.0,0.0,0.0,0.016666666666666666,0.002777777777777778,0.0,0.005555555555555556,0.005555555555555556,0.019444444444444445,0.0,0.005555555555555556,0.0,0.002777777777777778,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.002777777777777778,0.002777777777777778,0.0,0.002777777777777778,0.0,0.008333333333333333,0.002777777777777778,0.002777777777777778,0.0,0.0,0.002777777777777778,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.17064846416382254,0.09556313993174062,0.03754266211604096,0.05802047781569966,0.05802047781569966,0.08532423208191127,0.040955631399317405,0.020477815699658702,0.034129692832764506,0.03754266211604096,0.020477815699658702,0.030716723549488054,0.020477815699658702,0.0,0.020477815699658702,0.027303754266211604,0.010238907849829351,0.006825938566552901,0.013651877133105802,0.020477815699658702,0.017064846416382253,0.020477815699658702,0.013651877133105802,0.006825938566552901,0.0034129692832764505,0.010238907849829351,0.006825938566552901,0.013651877133105802,0.0034129692832764505,0.017064846416382253,0.0034129692832764505,0.0034129692832764505,0.0,0.010238907849829351,0.0,0.0,0.0,0.0,0.0,0.006825938566552901,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0034129692832764505,0.0,0.006825938566552901,0.0,0.0,0.006825938566552901,0.0034129692832764505,0.0,0.0034129692832764505,0.0,0.0,0.006825938566552901,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.13196480938416422,0.05278592375366569,0.05278592375366569,0.02346041055718475,0.06744868035190615,0.03812316715542522,0.05865102639296188,0.03225806451612903,0.002932551319648094,0.008797653958944282,0.026392961876832845,0.01466275659824047,0.03812316715542522,0.020527859237536656,0.03225806451612903,0.026392961876832845,0.017595307917888565,0.02346041055718475,0.017595307917888565,0.03519061583577713,0.005865102639296188,0.02932551319648094,0.0,0.002932551319648094,0.005865102639296188,0.03225806451612903,0.017595307917888565,0.008797653958944282,0.002932551319648094,0.005865102639296188,0.0,0.005865102639296188,0.020527859237536656,0.008797653958944282,0.0,0.0,0.005865102639296188,0.008797653958944282,0.0,0.0,0.008797653958944282,0.005865102639296188,0.0,0.0,0.002932551319648094,0.0,0.008797653958944282,0.0,0.0,0.0,0.008797653958944282,0.0,0.002932551319648094,0.005865102639296188,0.005865102639296188,0.005865102639296188,0.0,0.0,0.008797653958944282,0.0,0.0,0.002932551319648094,0.002932551319648094,0.005865102639296188,0.005865102639296188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932551319648094,0.002932551319648094,0.0,0.0,0.0,0.0,0.002932551319648094,0.0,0.0,0.0,0.002932551319648094,0.002932551319648094,0.0,0.0,0.002932551319648094,0.0,0.0,0.0,0.002932551319648094,0.0,0.0,0.005865102639296188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932551319648094,0.0,0.0,0.0,0.0,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2087227414330218,0.08722741433021806,0.059190031152647975,0.04361370716510903,0.07165109034267912,0.056074766355140186,0.03115264797507788,0.03115264797507788,0.024922118380062305,0.021806853582554516,0.021806853582554516,0.040498442367601244,0.021806853582554516,0.024922118380062305,0.009345794392523364,0.024922118380062305,0.012461059190031152,0.012461059190031152,0.01557632398753894,0.006230529595015576,0.003115264797507788,0.0,0.024922118380062305,0.009345794392523364,0.003115264797507788,0.009345794392523364,0.01557632398753894,0.0,0.003115264797507788,0.003115264797507788,0.0,0.012461059190031152,0.01557632398753894,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.009345794392523364,0.003115264797507788,0.0,0.003115264797507788,0.003115264797507788,0.0,0.0,0.003115264797507788,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.003115264797507788,0.003115264797507788,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.0,0.006230529595015576,0.0,0.003115264797507788,0.003115264797507788,0.0,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.0,0.0,0.003115264797507788,0.003115264797507788,0.0,0.003115264797507788,0.0,0.0,0.0,0.003115264797507788,0.0,0.003115264797507788,0.0,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
