index,superlatives,degree_adverbs,comparative_adverbs,proper_nouns,dates,numbers,fp_pronouns,negations,pos_emotion,neg_emotion,time_related,sense_words,relationships,motion_words,exaggeration,vague_degree,spatial_words,ima_conjunctions,inf_verb,ima_verb,preposition,articles,ima_determiners,adjectives,claws_ambiguity,usas_ambiguity,synset_ambiguity,avg_sentence_len,contextual_imbalance_head,contextual_imbalance_body,body_punctuation,head_punctuation,readability,ap_num,ap_date,ap_title,alliteration,profanity,lexical_diversity,lexical_density,function_words,spelling_errors,class
1,0.011627906976744186,0.005813953488372093,0.005813953488372093,0.06395348837209303,0.0,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.0,0.011627906976744186,0.06976744186046512,0.005813953488372093,0.005813953488372093,0.0111731843575419,0.005813953488372093,0.0,0.005813953488372093,0.029069767441860465,0.029069767441860465,0.12209302325581395,0.0872093023255814,0.05232558139534884,0.0,0.0755813953488372,0.22346368715083798,0.4134078212290503,0.3884543761638734,0.1988888888888889,0.6088187418878078,0.6437149402299971,0.04448742746615087,0.0,0.5467333333333333,1.0,1.0,0.0,0.14285714285714285,0.0,0.6871508379888268,0.5810055865921788,0.41899441340782123,0.03910614525139665,1
2,0.002570694087403599,0.007712082262210797,0.002570694087403599,0.06683804627249357,0.005141388174807198,0.007712082262210797,0.002570694087403599,0.010282776349614395,0.002570694087403599,0.010282776349614395,0.04884318766066838,0.002570694087403599,0.0,0.01256281407035176,0.010282776349614395,0.0,0.012853470437017995,0.010282776349614395,0.033419023136246784,0.12082262210796915,0.10025706940874037,0.07712082262210797,0.002570694087403599,0.04884318766066838,0.1984924623115578,0.5326633165829145,0.4013400335008375,0.13266666666666665,0.5653821358250247,0.6315307215321476,0.02128482972136223,0.0,0.6119333333333333,1.0,1.0,0.0,0.1111111111111111,0.0,0.5954773869346733,0.585427135678392,0.41457286432160806,0.02512562814070352,1
3,0.0,0.0,0.0,0.06532663316582915,0.0,0.010050251256281407,0.03015075376884422,0.005025125628140704,0.005025125628140704,0.0,0.03015075376884422,0.005025125628140704,0.005025125628140704,0.014354066985645933,0.0,0.0,0.005025125628140704,0.005025125628140704,0.010050251256281407,0.11055276381909548,0.135678391959799,0.07035175879396985,0.0,0.10552763819095477,0.19617224880382775,0.4354066985645933,0.41913875598086126,0.11611111111111112,0.5709870801795096,0.6293455721772402,0.028136882129277566,0.0,0.5760666666666667,1.0,1.0,1.0,0.0,0.0,0.7081339712918661,0.6124401913875598,0.3875598086124402,0.014354066985645933,1
4,0.0,0.015748031496062992,0.0,0.12992125984251968,0.003937007874015748,0.003937007874015748,0.003937007874015748,0.007874015748031496,0.0,0.003937007874015748,0.06299212598425197,0.007874015748031496,0.003937007874015748,0.0037735849056603774,0.011811023622047244,0.011811023622047244,0.003937007874015748,0.01968503937007874,0.023622047244094488,0.0984251968503937,0.06692913385826772,0.08661417322834646,0.0,0.08661417322834646,0.2339622641509434,0.5056603773584906,0.4483018867924528,0.11041666666666666,0.5674705230630934,0.6220835069350897,0.023529411764705882,0.06944444444444445,0.5392666666666667,1.0,1.0,0.0,0.18181818181818182,0.0037735849056603774,0.6150943396226415,0.6528301886792452,0.3471698113207547,0.04150943396226415,1
5,0.0,0.005434782608695652,0.0,0.04891304347826087,0.010869565217391304,0.029891304347826088,0.01358695652173913,0.021739130434782608,0.01358695652173913,0.002717391304347826,0.04891304347826087,0.016304347826086956,0.0,0.015915119363395226,0.016304347826086956,0.0,0.0,0.021739130434782608,0.021739130434782608,0.14130434782608695,0.12228260869565218,0.10326086956521739,0.008152173913043478,0.051630434782608696,0.2413793103448276,0.46153846153846156,0.3977011494252874,0.13228070175438597,0.6045147776603699,0.6339597157597713,0.034993270524899055,0.06451612903225806,0.4646,0.0,1.0,0.0,0.2222222222222222,0.002652519893899204,0.5411140583554377,0.5543766578249337,0.44562334217506633,0.029177718832891247,1
6,0.0,0.0031201248049922,0.0,0.13884555382215288,0.0046801872074883,0.0265210608424337,0.0,0.0062402496099844,0.0,0.0031201248049922,0.0343213728549142,0.0,0.0093603744149766,0.010703363914373088,0.0046801872074883,0.0,0.0046801872074883,0.0093603744149766,0.0171606864274571,0.09516380655226209,0.1357254290171607,0.1029641185647426,0.0046801872074883,0.057722308892355696,0.23700305810397554,0.6009174311926605,0.3647298674821611,0.12823529411764706,0.5721327539702709,0.6218426316809228,0.021105308964316796,0.02,0.6581333333333333,0.0,1.0,0.0,0.0,0.0,0.4908256880733945,0.6345565749235474,0.3654434250764526,0.05657492354740061,1
7,0.002840909090909091,0.002840909090909091,0.0,0.07102272727272728,0.008522727272727272,0.005681818181818182,0.002840909090909091,0.002840909090909091,0.0,0.008522727272727272,0.05397727272727273,0.0,0.0,0.00819672131147541,0.011363636363636364,0.002840909090909091,0.011363636363636364,0.002840909090909091,0.02556818181818182,0.07670454545454546,0.10795454545454546,0.07386363636363637,0.0,0.11647727272727272,0.2185792349726776,0.5327868852459017,0.37067395264116576,0.24400000000000002,0.599223238338406,0.6305956612222244,0.021653543307086614,0.0,0.7899333333333334,1.0,1.0,0.0,0.07142857142857142,0.0,0.5710382513661202,0.6502732240437158,0.34972677595628415,0.0273224043715847,1
8,0.0,0.0,0.0,0.0812720848056537,0.0,0.01060070671378092,0.0035335689045936395,0.007067137809187279,0.0,0.007067137809187279,0.024734982332155476,0.0,0.0,0.017064846416382253,0.0035335689045936395,0.0,0.0035335689045936395,0.014134275618374558,0.02120141342756184,0.10600706713780919,0.09187279151943463,0.10954063604240283,0.007067137809187279,0.09187279151943463,0.24232081911262798,0.44368600682593856,0.3845278725824801,0.21703703703703706,0.603176505304873,0.6012504397957475,0.02319160684704583,0.0,0.6082666666666667,0.0,1.0,0.0,0.0,0.0,0.5733788395904437,0.5699658703071673,0.4300341296928328,0.06484641638225255,1
9,0.0030120481927710845,0.006024096385542169,0.0,0.045180722891566265,0.0030120481927710845,0.015060240963855422,0.02710843373493976,0.018072289156626505,0.006024096385542169,0.006024096385542169,0.0391566265060241,0.0,0.0,0.011594202898550725,0.006024096385542169,0.009036144578313253,0.006024096385542169,0.030120481927710843,0.0391566265060241,0.1897590361445783,0.07530120481927711,0.0963855421686747,0.0,0.05120481927710843,0.22608695652173913,0.4492753623188406,0.4560386473429952,0.14375,0.5938267810713678,0.6403465391725388,0.026948989412897015,0.0,0.597,1.0,1.0,0.0,0.0,0.0,0.5710144927536231,0.5826086956521739,0.41739130434782606,0.017391304347826087,1
10,0.003115264797507788,0.0,0.003115264797507788,0.056074766355140186,0.003115264797507788,0.009345794392523364,0.018691588785046728,0.01557632398753894,0.003115264797507788,0.009345794392523364,0.028037383177570093,0.0,0.003115264797507788,0.009202453987730062,0.006230529595015576,0.0,0.003115264797507788,0.012461059190031152,0.021806853582554516,0.09968847352024922,0.1277258566978193,0.1059190031152648,0.0,0.08722741433021806,0.294478527607362,0.4263803680981595,0.3732106339468303,0.1671794871794872,0.5698765081663927,0.6167932193782022,0.022704837117472853,0.0,0.6302,1.0,1.0,1.0,0.0,0.0,0.6012269938650306,0.6104294478527608,0.3895705521472393,0.06441717791411043,1
