1;28_Fake.txt;"﻿Monica Lewinsky Says She Is Voting For Hillary Clinton
";NA;News;Y;Train
2;5_Fake.txt;"﻿BREAKING Official Set to Testify Against Hillary Found Dead
";NA;News;Y;Train
3;18_Fake.txt;"﻿Graham Says Christians Must Support Trump or Face Death Camps
";NA;News;Y;Train
4;8_Fake.txt;"﻿""Clinton's HIV Secret REVEALED """"This Could END Hillary's Campaign!""""""
";NA;News;Y;Train
5;29_Fake.txt;"﻿""Nancy Reagan's Last Words """"Do Not Vote For Donald Trump""""""
";NA;News;Y;Train
6;17_Fake.txt;"﻿FBI director received millions from Clinton Foundationmhis brother's law firm does Clinton's taxes
";NA;News;Y;Train
7;30_Fake.txt;"﻿PENTAGON OFFICIALS FURIOUS AFTER CLINTON ANNOUNCES US RESPONSE TIME FOR NUCLEAR LAUNCH DURING DEBATE
";NA;News;Y;Train
8;23_Fake.txt;"﻿ISIS LEADER CALLS FOR AMERICAN MUSLIM VOTERS TO SUPPORT HILLARY CLINTON
";NA;News;Y;Train
9;32_Fake.txt;"﻿President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected
";NA;News;Y;Train
10;40_Fake.txt;"﻿Sauron Endorses Donald Trump for President
";NA;News;Y;Train
11;33_Fake.txt;"﻿Putin Hacked Emails Reveal That Clinton Threatened Sanders Wife
";NA;News;Y;Train
12;1_Fake.txt;"﻿5 Million Uncounted Sanders Ballots Found On Clinton's Email Server
";NA;News;Y;Train
13;43_Fake.txt;"﻿TED CRUZ WILL SPEAK AT DEMOCRATIC NATIONAL CONVENTION
";NA;News;Y;Train
14;47_Fake.txt;"﻿Trump Using Brown Paper Bag Test at Rally's No Dark Skin Blacks Allowed
";NA;News;Y;Train
15;10_Fake.txt;"﻿Donald Trump Caught Snorting Cocaine by Hotel Staff
";NA;News;Y;Train
16;4_Fake.txt;"﻿BREAKING Fraudulent Clinton Votes Discovered By The â€œTens Of Thousands
";NA;News;Y;Train
17;3_Fake.txt;"﻿BREAKING Another Clinton Associate Set To Testify Against Hillary Found Dead
";NA;News;Y;Train
18;13_Fake.txt;"﻿Donald Trump Picks Stacey Dash as His Vice President in Upcoming Election
";NA;News;Y;Train
19;37_Fake.txt;"﻿Sanders Campaign Prepares For Independent Run In The General Election
";NA;News;Y;Train
20;34_Fake.txt;"﻿RAGE AGAINST THE MACHINE To Reunite And Release Anti Donald Trump Album
";NA;News;Y;Train
21;11_Fake.txt;"﻿Donald Trump Hires Clueless Stacey Dash for Negro Outreach Program
";NA;News;Y;Train
22;41_Fake.txt;"﻿Stanford University Confirms Democratic Election Fraud
";NA;News;Y;Train
23;46_Fake.txt;"﻿Trump University Offers Sarah Palin Honorary Degree in Climate Science
";NA;News;Y;Train
24;12_Fake.txt;"﻿Donald Trump Meets With WWE Owner Vince McMahon About Serving As Running Mate
";NA;News;Y;Train
25;35_Fake.txt;"﻿Robertson Said He Had Vision of Trump Seated At the Right Hand of the Lord
";NA;News;Y;Train
26;22_Fake.txt;"﻿IRELAND IS NOW OFFICIALLY ACCEPTING TRUMP REFUGEES FROM AMERICA
";NA;News;Y;Train
27;44_Fake.txt;"﻿Trump Claims America Should Never Have Given Canada Its Independence
";NA;News;Y;Train
28;38_Fake.txt;"﻿Sarah Palin Changes Endorsement To Ted Cruz
";NA;News;Y;Train
29;21_Fake.txt;"﻿Hillary Clinton Lands in Texas Goes DIRECTLY to Muslim Fund-Raiser Collects $500000
";NA;News;Y;Train
30;16_Fake.txt;"﻿""Donald Trump """"I'll overturn the shocking gay marriage decision """"trust me""""""""""
";NA;News;Y;Train
31;27_Fake.txt;"﻿Mexico Says They Will Close Their Border if Trump is Elected
";NA;News;Y;Train
32;31_Fake.txt;"﻿Pope Francis Endorses Bernie Sanders for President!!
";NA;News;Y;Train
33;15_Fake.txt;"﻿Donald Trump Sent His Own Plane To Transport 200 Stranded Marines
";NA;News;Y;Train
34;14_Fake.txt;"﻿""Donald Trump Protester Speaks Out """"I Was Paid $3500 To Protest Trumps Rally""""""
";NA;News;Y;Train
35;7_Fake.txt;"﻿""Clinton Cash Khizr Khan's Deep Legal Financial Connections to Saudi Arabia Hillary's Clinton Foundation Tie Terror
";NA;News;Y;Train
36;25_Fake.txt;"﻿""KID ROCK Sneaks Into Hillary Clinton Event To Shout""""Vote Donald Trump"""" During Rally""
";NA;News;Y;Train
37;48_Fake.txt;"﻿WikiLeaks CONFIRMS Hillary Sold Weapons to ISIS Then Drops Another BOMBSHELL!
";NA;News;Y;Train
38;9_Fake.txt;"﻿Donald Trump Bombshell Ted Cruz's Wife Former Call Girl
";NA;News;Y;Train
39;6_Fake.txt;"﻿""CANADA READY TO RECEIVE 250
";NA;News;Y;Train
40;26_Fake.txt;"﻿Longtime mistress says Bill Clinton had 2000 sex partners Hillary is a lesbian It was a marriage of convenience
";NA;News;Y;Train
41;42_Fake.txt;"﻿""Ted Cruz Seen Buying Bleach
";NA;News;Y;Train
42;45_Fake.txt;"﻿Trump Suing Chicago After He's Forced To Cancel Rally
";NA;News;Y;Train
43;24_Fake.txt;"﻿IT'S OVER Hillary's ISIS Email Just Leaked & It's Worse Than Anyone Could Have Imagined
";NA;News;Y;Train
