1;http://www.theregister.co.uk/2004/04/01/internet_news_guru_matt_drudge/;Internet news guru Matt Drudge uncovers dating scandal;2004;News;Y;Train
2;http://www.insidemacgames.com/news/story.php?ID=9372;Aspyr Announces New Sims Expansion Pack;2004;News;Y;Train
3;http://news.bbc.co.uk/1/hi/uk/3588465.stm;Cold war bomb warmed by chickens;2004;News;Y;Train
4;http://www.fool.com/features/2004/c040331.htm?source=mppromo;Buffett Buys Krispy Kreme;2004;News;Y;Train
5;http://www.seriouszone.com/cms/news.php?action=view&newsid=1353;Half-Life 2 to Use Serious Engine 2.0;2004;News;Y;Train
6;http://autobus.cyclingnews.com/news.php?id=news/2004/apr04/apr01newsspecial;Zabel asks for height regulations to podiums;2004;News;Y;Train
7;http://www.smh.com.au/articles/2004/03/31/1080544541410.html;L-plates for yum cha carts;2004;News;Y;Train
8;http://www.npr.org/2004/04/01/1805651/post-office-calls-for-portable-vanity-zip-codes;Post Office Calls for Portable 'Vanity' ZIP Codes;2004;News;Y;Train
9;http://www.technovelgy.com/ct/Science-Fiction-News.asp?NewsNum=79;Transparent Aluminum Used To Make Tinfoil Hats;2004;News;Y;Train
10;http://www.theregister.co.uk/2005/04/01/cisco_buys_nabisco/;Cisco to merge with Nabisco;2005;News;Y;Train
11;http://macdailynews.com/2005/04/01/tiger_woods_signs_long_term_deal_with_apple_computer/;Tiger Woods signs long-term deal with Apple Computer as Mac OS X ‘Tiger’ spokesperson;2005;News;Y;Train
12;http://www.coldhardflash.com/2005/04/passion-high-scooped.html;Passion High Scooped;2005;News;Y;Train
13;http://steveshu.typepad.com/steve_shus_weblog/2005/04/new_york_city_r.html;"New York City Stunned By Seth Godin's ""Blogging Iceberg""";2005;News;Y;Train
14;http://www.eridani.co.uk/spam_filter/news/2005/040101.html;Satellite Spam Scan;2005;News;Y;Train
15;http://uk.ign.com/articles/2005/04/01/world-of-wordcraft;World of Wordcraft;2005;News;Y;Train
16;http://www.theregister.co.uk/2005/04/01/steve_jobs_joins_ikea/;Apple founder Jobs joins IKEA;2005;News;Y;Train
17;http://www.spacedaily.com/news/rocketscience-05o.html;Bush Cancels Space Shuttle Program;2005;News;Y;Train
18;http://www.theregister.co.uk/2006/03/31/customise_the_register/;Click here for your custom-built Reg;2005;News;Y;Train
19;https://apod.nasa.gov/apod/ap050401.html;Water On Mars ;2005;News;Y;Train
20;http://www.smh.com.au/articles/2005/03/31/1111862522200.html?oneclick=true;SMEGmail offers 1 terabyte storage;2005;News;Y;Train
21;http://nlamore.blogspot.co.uk/2005/04/discovery-of-extinct-butterfly.html;"Discovery of ""Extinct"" Butterfly";2005;News;Y;Train
22;http://www.fool.com/features/2005/a050401.htm;"The Motley Fool Has a ""Winner""?";2005;News;Y;Train
23;http://www.theregister.co.uk/2005/04/01/bush_twins_volunteer/;Bush twins to join Air Force tech unit in Iraq;2005;News;Y;Train
24;http://www.advogato.org/article/832.html;AI Has Been Solved;2005;News;Y;Train
25;http://www.internetnews.com/dev-news/article.php/3494281;Intel Wants Off Open Source Listing;2005;News;Y;Train
26;http://www.animenewsnetwork.com/feature/2005-04-02;Ebichu Minds the House to be renamed Sally Cleans House;2005;News;Y;Train
27;http://www.aerostich.com/pressroom/docs/pressfool2005.html;Hi-Viz Banana Pioneered.;2005;News;Y;Train
28;http://hpana.com/news/18548;Exclusive interview with the Half-Blood Prince;2005;News;Y;Train
29;http://usatoday30.usatoday.com/life/people/2006-04-01-farley-ad_x.htm;Chris Farley returns in ad campaign;2006;News;Y;Train
30;http://www.cubed3.com/news/4837/1/nintendo-revolution-pikmin-3-confirmed-for-launch.html;Nintendo Revolution | Pikmin 3 Confirmed for Launch;2006;News;Y;Train
31;http://www.theregister.co.uk/2006/04/01/gwot_cha/;Bush preps historic Third Term - memo;2006;News;Y;Train
32;http://www.adotas.com/2006/03/google-adwords-unveils-two-new-image-sizes/;Google AdWords Unveils Two New Image Sizes;2006;News;Y;Train
33;http://www.theregister.co.uk/2006/04/01/china_buys_google/;China buys Google;2006;News;Y;Train
34;http://news.bbc.co.uk/1/hi/world/europe/4867024.stm;Airlines ban 'foul' Swedish fish;2006;News;Y;Train
35;http://www.mvdaily.com/articles/2006/04/collardbarker1.htm;JABEZ DOLOTZ talks to British conductor Sir Henry Collard-Barker about experiences in and out of the concert hall;2006;News;Y;Train
36;http://locusmag.com/2006/Features/0401_Adult_Star_Wars.html;"Lucasfilm announces ""Adult"" Star Wars Novel Line";2006;News;Y;Train
37;http://pyfound.blogspot.co.uk/2006/04/python-25-licensing-change.html;Python 2.5 Licensing Change;2006;News;Y;Train
38;http://www.quizlaw.com/blog/breaking_news_anarchy_in_the_u_1.php;BREAKING NEWS: Anarchy in the U.S.;2006;News;Y;Train
39;http://www.afterglide.com/2006/04/fight-for-flavor-victory.html;Fight For Flavor: Victory!;2006;News;Y;Train
40;http://www.wincustomize.com/article/110984;WindowBlinds acquired by Yahoo;2006;News;Y;Train
41;http://www.southgatearc.org/news/april2006/voyager1.htm;VOYAGER 1 received by AMSAT-DL group;2006;News;Y;Train
42;http://www.rebelscum.com/story/front/Madonna_Signs_On_For_Live_Action_Television_Series_97771.asp;Madonna Signs On For Live Action Television Series!;2006;News;Y;Train
43;http://www.npr.org/templates/story/story.php?storyId=5317505;A Perilous Encounter with the I-Bod;2006;News;Y;Train
44;http://cce.typepad.com/cce/2006/04/no_duck_left_be.html;No Duck Left Behind;2006;News;Y;Train
45;http://placebokatz.blogspot.co.uk/2006/04/white-house-appoints-american-sculptor.html;White House appoints american sculptor Jeff Koons as new garden designer;2006;News;Y;Train
